Covidence #,Study ID,Title,Reviewer Name,Year of publication,Author contact,Country in which the study conducted,Notes,Level of Evidence,Aims,Nail focus,Study design,Approach 1,Approach 2,Approach 3,Locking description,Fracture description/location,Open/closed fracture description,Reamed description,Post-op weight bearing regime description,Nail removal,Mechanism of injury description,Total number of participants,Inclusion criteria,Exclusion criteria,Outcomes used,Method of outcome,Participants:,Total Male,Total Female,Total Total,Approach1 Male,Approach1 Female,Approach1 Total,Approach2 Male,Approach2 Female,Approach2 Total,Approach3 Male,Approach3 Female,Approach3 Total,Age mean Male,Age mean Female,Age mean Total,Age SD Male,Age SD Female,Age SD Total,Other Male,Other Female,Other Total,Follow up times:,Follow up time(s) time1,Follow up time(s) time2,Follow up time(s) time3,Follow up time(s) time4,Key findings,Limitations
408,Obremskey 2016,"Character, Incidence, and Predictors of Knee Pain and Activity After Infrapatellar Intramedullary Nailing of an Isolated Tibia Fracture",Consensus,2016,william.obremskey@vanderbilt.edu,United States,,II,To study the activity and incidence of knee pain after sustaining a isolated tibia fracture treated with an infrapatellar intramedullary nail at one year.,IPN,Prospective cohort study,IPN medial parapatellar,IPN transpatellar,NA,Yes,Yes,Yes,No,No,No,No,437,,,"Other: NRS - knee pain (1 - 7), NRS - kneeling (1 - 3), NRS - stairs (1 - 3), NRS - walking (1 - 3), NRS - running (1 - 3)",In person,,,,,,,337,,,100,,,,,,,,,,,,,,3,6,12,,Patient smoking was the factor that most consistently predicted knee pain,
403,Fu 2016,Locked META intramedullary nailing fixation for tibial fractures via a suprapatellar approach,Consensus,2016,fubeigg@163.com,Other: China,,III,Retrospectively evaluate the efficacy of intramedullary nailing via a suprapatellar approach for specific tibial fractures,SPN,Retrospective cohort study,SPN midline,NA,NA,Yes,Yes,Yes,Yes,Yes,No,No,23,"fresh tibial fractures with the articular surface not involved; patients aged from 18 to 60years; no underlying diseases, such as essential hypertension and heart disease","pathological fracture, neurovascular injuries, severe Gustilo III open fractures, or other diseases affecting lower limbs function were all exclude","Surgery time; Blood loss; Radiation dose; ROM; Other: Union, Hospital for Special Surgery knee score, Olerud-Molander ankle score, Hospital stay","Other: In person, Phone",,,,,,,23,,,,,,,,,,,,,,,,,15.5,,,,"Locked META intramedullary nailing via suprapatellar approach might be an efficient and convenient treatment for select tibial fractures, with less postoperative knee joint pain, fewer postoperative complications and early functional recovery",not prospective and randomized. number of the cases included in the study and followup period was small. the status of cartilage over patella and trochlea postsurgery has not been evaluated
398,Chan 2016,Suprapatellar Versus Infrapatellar Tibial Nail Insertion: A Prospective Randomized Control Pilot Study,Consensus,2016,chan.daniel@mccg.org,United States,"Pilot RCT but used lysholm, so no kneeling. Final follow up range should be 12 mths but range: 12-32 mths. Chondromalacia Patellae from MRI. Outerbridge from arthroscopy",II,Compare the clinical and functional outcomes of the knee joint after infrapatellar (IP) versus suprapatellar (SP) tibial nail insertion.,IPN vs SPN,Randomised controlled trial,IPN medial parapatellar,SPN midline,NA,Yes,Yes,Yes,Yes,No,Yes,No,25,"Patients with intraarticular involvement, peri-prosthetic frac-tures, nonunions, ipsilateral concomitant injuries, previous knee surgery, or a history of gout, rheumatoid, osteoarthritis, spinal injury, incarceration; patients not likely to follow-up in the estimation of surgeon; or pregnant women were excluded",,"Lysholm; VAS; SF-36; Alignment; ROM; Other: Outerbridge scale, Pain diagram, Subjective complaints, Union, Chondromalacia Patellae",In person,,,,,,,14,,,11,,,,,,,,,,,,,,1.5,3,6,12,"SP approach is equivalent to the IP approach with respect to tibial fracture healing and alignment, knee pain, functional disability, or knee ROM. We were unable to find any PF joint damage clinically and were able to show that anterior knee pain was less prevalent in the SP than the IP approach",No kneeling
394,Bakhsh 2016,Surgical approaches to intramedullary nailing of the tibia: Comparative analysis of knee pain and functional outcomes,Consensus,2016,michaelgardner@stanford.edu,United States,,III,compare long-term patient outcomes between the novel semi-extended lateral parapatellar approach and the traditional hyperflexed medial parapatellar and patellar tendon splitting approaches.,Other: IPN vs SE,Retrospective cohort study,Other: Semi-extended lateral parapatellar (EA),IPN medial parapatellar,IPN transpatellar,No,No,Yes,No,No,No,Yes,102,,"Exclusion criteria were diabetic neuropathy or loss of lower extremity sensation, prior intramedullary nailing of the ipsilateral tibia or other lower extremity instrumentation, inability to ambulate, or major post-operative complications (such as gross implant prominence)","Lysholm; Other: Knee pain location, NRS - knee pain (1 - 10), Complications",Phone,,,,,,,34,,,34,,,34,,,,,,,,,,,31,65,61,,"no statistically significant differences between any of the three surgical approaches in knee pain severity, location, oroverall knee function as determined by the LKS. The three approaches were significantly different in post-operative limping, with medial parapatellar having the lowest LKS score and worst outcomes.",
392,Avilucea 2016,Suprapatellar intramedullary nail technique lowers rate of malalignment of distal tibia fractures,Consensus,2016,hmirwvu@aol.com,United States,Distal Tibia Fractures,III,To report on the immediate postoperative alignment of distal tibia fractures (within 5 cm of the tibial plafond) treated with suprapatellar intramedullary nail (IMN) insertion compared with the infrapatellar technique.,IPN vs SPN,Retrospective cohort study,SPN unspecified,Other: IPN grouped transpatellar and medial/lateral parapatellar,NA,Yes,Yes,Yes,No,No,No,No,266,"Inclusion criteria included extra-articular fractures (OTA 43-A) and those (OTA 43-C1 and-C2) with a nondisplaced intraarticular fracture line treated with percutaneous lag screws. Additionally, only displacedf ractures with the major fracture line located within 5 cm of the tibial plafond were included.","ipsilateral proximal tibia fracture, knee injury, preexisting ankle arthrodesis, and insufficient radiographic or chart data",Alignment,Other: Xrays,,,,,88,66,132,76,56,134,,,,,,,,,,,,,,,,,,"In the treatment of distal tibia fractures, suprapatellar IMN technique results in a significantly lower rate of malalignment compared with the infrapatellar IMN technique",retrospective nature and the absence of clinical outcome data
390,Aksahin 2016,Sagittal patellar tilt and concomitant quadriceps hypotrophy after tibial nailing,Consensus,2016,ertugrul_aksahin@hotmail.com,Other: Turkey,,IV,analyse the patellofemoral alignment in the sagittal plane following tibial fracture surgery with intramedullary nailing and its relationship to parapatellar muscle status,IPN,Case series,IPN unspecified,NA,NA,Other: Yes,No,No,Other: No,No,No,No,27," anterior knee pain in at least three activities (such as sitting, prolonged sitting, standing, ascending or descending stairs, squatting, kneeling, walk-ing or running) following intramedullary tibial nailing, no previous patellofemoral pain, no previous knee surgery, no patellofemoral arthrosis, no accompanying knee trauma with tibia fracture or during a minimum of 2-year follow-up and no coronal and sagittal plane deformity","Patients with incomplete fracture union, extremity inequalities of more than 1cm, coronal or sagittal plane limb deformi-ties and knee instabilities were excluded","Other: Patellofemoral joint damage (MRI), Thigh muscles' cross sectional area (MRI)",In person,,15,12,27,,,27,,,,,,,,,41.8,,,15,,,,,28.3,,,,This study revealed that patellofemoral joint kinematics in the operated extremity was diminished in the sagittal plane correlating with the quadriceps muscle vol-ume loss and gracilis muscle hypertrophy.,
388,Ahmad 2016,Comparative Analysis Of Anterior Knee Pain In Transpatellar And Medial Parapatellar Tendon Approaches In Tibial Interlocking Nailing,Consensus,2016,ahmadsaeed_hmc@yahoo.com,Other: Pakistan,Poor study / journal,II,compare  post-operative  anterior  knee  pain  after intramedullary  nailing  technique  by transpatellar approach compared to medial parapatellar approach,IPN,Randomised controlled trial,IPN transpatellar,IPN medial parapatellar,NA,No,No,Yes,No,No,No,Yes,60,Patients  of  either sex between age 18 and 60 years who presented to the emergency  department with  closed  extra articular tibial shaft fractures were included in the study,"polytrauma, open tibial fractures, knee  osteoarthritis  and  co-morbidities",Binary yes/no; VAS,Not-specified,,,,,27,3,30,28,2,30,,,,,,,,,,,,,,3,,,,anterior knee pain is less in medial parapatellar tendon approach as compare to transpatellar  tendon  approach,Short follow up
375,Courtney 2015,Functional Knee Outcomes in Infrapatellar and Suprapatellar Tibial Nailing: Does Approach Matter?,Consensus,2015,paul.courtney@uphs.upenn.edu,United States,Mean difference in follow up times between 2 groups is 13 months!,III,Determine differences in functional knee pain in patients who underwent either traditional infrapatellar nailing or suprapatellar nailing,IPN vs SPN,Retrospective cohort study,SPN unspecified,IPN unspecified,NA,No,Yes,Yes,No,No,No,Yes,45,older than 18 years at time of injury and patients with an isolated tibial shaft fracture (Orthopaedic Trauma Association type 42 A-C) surgically fixed with an intramedullary nail through either a traditional infrapatellar approach or a suprapatellar approach were included in the study.,"required fasciotomy, Gustilo type 3B or 3C open fracture, prior knee surgery, additional orthopedic injury, and preexisting radiographic evidence of degenerative joint disease.","Binary yes/no; Oxford; Surgery time; Radiation dose; Other: Union, Quality of reduction, Rotational deformity",Phone,,,,,,,21,,,24,,,,,,,,,,,,,,12,25,,,Our retrospective cohort study found no difference in OKS be-tween traditional infrapatellar nailing and suprapatellar nailing for diaphyseal tibia fractures. Suprapatellar nails require less fluoroscopy time and may show improved radiographic reduction in the sagittal plane. ," Retrospective, follow-up rate (45%)"
370,Tahririan 2014,Significance of the position of the proximal tip of the tibial nail: An important factor related to anterior knee pain,Consensus,2014,tahririan@med.mui.ac.ir,Other: Iran,No follow up time!,IV,assess the predicting factors related to anterior knee pain following tibial nailing,IPN,Retrospective cohort study,IPN transpatellar,IPN medial parapatellar,NA,Yes,No,Yes,No,No,No,No,95,,,"Binary yes/no; Nail insertion location; Other: Binary - walking, Binary - running, Binary - squatting, Binary - kneeling",In person,,,,,,,35,,,60,,,,,,,,,,,,,,,,,, a higher risk of developing anterior knee pain after tibial nailing in patients with protrusion of the nail from the anterior cortex.,
365,Sanders 2014,Semiextended intramedullary nailing of the tibia using a suprapatellar approach: Radiographic results and clinical outcomes at a minimum of 12 months follow-up,Consensus,2014,ots1@aol.com,United States,,IV,valuate the clinical and radiographic results associated with the use of a percutaneous suprapatellar (SP) portal and accompanying instrumentation for tibial intramedullary nail(IMN) insertion using a semiextended approach.,SPN,Prospective cohort study,SPN midline,NA,NA,Yes,Yes,Yes,Yes,Yes,No,No,37,,,"Binary yes/no; Lysholm; SF-36; Alignment; ROM; Other: Union, Pain diagram, RUST score, Patellofemoral joint damage (arthroscopy)",In person,,,,,,,37,,,,,,,,,,,,,,,,,,,,,"Our 1 year results indicate that the procedure resulted in excellent tibial alignment, union, and knee range of motion, with rare sequelae in the PF joint based on immediate arthroscopy and 1-year MRI scans and clinicalexaminations",
363,Ryan 2014,Semi-extended nailing of metaphyseal tibia fractures: Alignment and incidence of postoperative knee pain,Consensus,2014,sryan3@tuftsmedicalcenter.org,United States,,III,review a large series of tibial metaphyseal fractures treated with nailing in semi-extension (20–30 degrees) using a superomedial portal.,Other: IPN vs SE,Retrospective cohort study,Other: Semi-extended superomedial (IA),IPN transpatellar,NA,Yes,Yes,Yes,Yes,Yes,No,No,185,,,Alignment; Other: NRS - knee pain (0 - 3),,,,,,,,84,,,101,,,,,,,,,,,,,,,,,,We recommend the semi-extended technique for tibia fractures extending into the proximal or distal metaphysis.,
357,Jones 2014,Radiologic outcome and patient-reported function after intramedullary nailing: A comparison of the retropatellar and infrapatellar approach,Consensus,2014,m.c.parry@bristol.ac.uk,UK,,III,compare the patient-reported functional outcomes after intramedullary nailing of the tibia through a retropatellar or infrapatellar approach. ,IPN vs SPN,Retrospective cohort study,SPN midline,IPN medial parapatellar,NA,No,Yes,Yes,No,No,No,No,59,,,"Kujala; Radiation dose; Nail insertion location; Other: SF-12, Accuracy of fracture reduction, Union, Shortening",Other: Mail,,,,,,,30,,,29,,,,,,,,,,,,,,23,28,,,"The lack of a difference in qualitative outcome measures between the 2 groups in this study suggests that the technique is, at worst, as good as the established infrapatellar technique",
353,Chen 2014,Influence of nail prominence and insertion point on anterior knee pain after tibial intramedullary nailing,Consensus,2014,orthokcl@gmail.com,Other: Taiwan,VAS scale 0 - 100. All nails removed. ,III,"he purpose of this retrospective study was to evaluate the roles of the insertion point and nail prominence in anterior knee pain after tibial intramedullary nailing using a transtendinous approach and a common nail type, as well as the roles of nail prominence and insertion point.",IPN,Retrospective cohort study,IPN transpatellar,NA,NA,Yes,Yes,No,Yes,No,Yes,No,108,,Patients who had knee pain that could be documented to have existed prior to the injury (n=3) and patients who were lost to follow-up (n=47) were excluded from the study,"VAS; Nail insertion location; Other: VAS - rest (0 - 100), VAS - walking (0 - 100), VAS - running (0 - 100), VAS - squatting (0 - 100), VAS - kneeling (0 - 100), VAS - stair ascent (0 - 100), VAS - stair descent (0 - 100), Time to nail removal, Union, Nail prominence, Nail diameter",In person,,,,,,,108,,,,,,,,,,,,,,,,,26.8,,,,"improper positioning of nail insertion and nail prominence are important factors associated with anterior knee pain. Less superior and more anterior nail prominences are significantly associated with anterior knee pain, especially when the insertion point occurs over the bottom half of the anterior cortex; the influence of anterior nail prominence is more obvious. Nail insertion should occur over the bot-tom half of the anterior cortex to avoid less superior nail prominence and iatrogenic intra-articular damage, with the anterior nail prominence being reduced as much as possible. However, if anterior knee pain oc-curs, nail removal may diminish the pain"," retrospective study. Second, several surgeons performed the procedures, and each surgeon’s experience level may have influenced outcomes. Third, 50 patients were excluded because of previous knee pain and loss to follow-up"
347,Rothberg 2013,One-year postoperative knee pain in patients with semi-extended tibial nailing versus control group,Consensus,2013,davidlrothberg@gmail.com,United States,,III,"determine whether patients with a tibia fracture who were treated with an intramedullary nail using a semi-extended, extra-articular, parapatellar approach had anterior knee pain at a higher than acceptable incidence compared with control patients.",Other: SE,Case control study,Other: Semi-extended lateral parapatellar (EA),Other: Semi-extended medial parapatellar (EA),NA,No,Yes,Yes,No,No,No,Yes,18,,,"Lysholm; Other: Nail-apex distance, Union, Additional fixation",Other: Mail,,,,,,,9,,,9,,,,,,,,,,,,,,6,12,,,"This study shows that the semi-extend-ed, extra-articular, parapatellar approach to tibial nailing does not have a difference in anterior knee pain as measured by LKS when compared with a control group. ","Another limitation of this study was the use of the LKS, which is neither comprehensive nor entirely based on anterior knee pain. "
340,Jankovic 2013,Influence of knee flexion and atraumatic mobilisation of infrapatellar fat pad on incidence and severity of anterior knee pain after tibial nailing,Consensus,2013,ajankovic.ka@gmail.com ,Other: Croatia,,III,investigate whether infrapatellar fat pad lesions are associated with a high incidence of anterior knee pain.,IPN,Retrospective cohort study,IPN medial parapatellar,NA,NA,Yes,Yes,Yes,Yes,Yes,No,Yes,60,,pathological femoral fractures and patients with ipsilateral patella or distal femoral fractures,"ROM; Other: VAS - knee pain (1 - 10), Nail prominence, Saphenous nerve injury, Return to pre-injury level of activity, Tegner",Phone,,,,,,,60,,,,,,,,,,,,,,,,,38.9,,,,Our results support the view that reaming and nail insertion made in knee flexion over 100 degrees (respecting the physiological motion of menisci and Hoffa’s pad) accompanied with atraumatic handling of infrapatellar fat reduces the incidence and severity of anterior knee pain," size limitation of our cohort and also inability to determine the solitary influence of knee flexion, atraumatic Hoffa fat pad handling and medial paratendinous approach on the development of AKP"
339,Gaines 2013,Comparison of insertional trauma between suprapatellar and infrapatellar portals for tibial nailing,Consensus,2013,orthogaines@gmail.com,United States,,Other: NA,Determine differences in insertional articular trauma in infrapatellar tibial portal and suprapatellar portal intramedullary tibial nail insertion techniques,IPN vs SPN,Cadaveric,SPN midline,IPN medial parapatellar,NA,No,NA,,Yes,NA,No,NA,20,,,"Nail insertion location; Other: Menisci damage (inspection post-dissection), Anterior cruciate ligament damage (inspection post-dissection), Intermeniscal ligament damage (inspection post-dissection), Articular surface damage (inspection post-dissection)",In person,,,,,,,10,,,10,,,,,,,,,,,,,,,,,,This study demonstrates no overt injury to the cartilage surface in the cadaver model. A smaller rate of intra-articular injury occurred with the suprapatellar portal approach compared with the medial parapatellar approach,"In vivo cartilage may be more susceptible to injury than that in a cadaveric model; therefore, the authors cannot directly correlate this portion of the study to clinical applications. Also, the age of the cadaveric specimens was inconsistent, which could cause differences in cartilage behavior between cadavers"
337,Bible 2013,Quantification of anterior cortical bone removal and intermeniscal ligament damage at the tibial nail entry zone using parapatellar and retropatellar approaches,Consensus,2013,jesse.bible@vanderbilt.edu,United States,,Other: NA,quantify the amount of anterior bone removed at the nail entry zone and assess damage to adjacent intra-articular structures using both parapatellar and retro-patellar techniques,IPN vs SPN,Cadaveric,IPN medial parapatellar,SPN unspecified,NA,NA,NA,NA,Yes,NA,Other: No,NA,36,,,"Nail insertion location; Other: Surface area of cortical bone removed,  Menisci damage (inspection post-dissection), Meniscotibial ligaments damage (inspection post-dissection), Articular surface damage (inspection post-dissection), Anterior cruciate ligament damage (inspection post-dissection), Intermeniscal ligament damage (inspection post-dissection)",In person,,,,,,,18,,,18,,,,,,,,,,,,,,,,,,"A substantial amount of anterior bone is removed during nail entry portal creation using both parapatellar and retropatellar  techniques.  Intra-articular  structure  damage,  most commonly IM ligament disruption, was also found to occur at a lower rate with retropatellar technique. Avoidance of both anterior bone removal and IM ligament damage may not be possible because of size and geometrical constraints",
336,Aksahin 2013,Does the change in the mass of parapatellar muscle influence the patellofemoral kinematics in the sagittal plane following the surgical treatment of tibial shaft fractures?,Consensus,2013,ertugrul_aksahin@hotmail.com,Other: Turkey,"props. cohort study, bumped down to level 3",Other: V,"analyze patellofemoral  kinematics  in  patients  with  tibial  shaft  fracture, treated with locked intramedullary nailing using dynamic patellofemoral computerized tomography",NR,Prospective cohort study,No description,NA,NA,No,No,No,No,No,No,No,28,,,"Kujala; Other: Patellofemoral kinematics from CT, Rotational deformity",Not-specified,,11,17,28,,,28,,,,,,,,,42.8,,,12.3,,,,,,,,,"In  patients  treated  with  locked  nailing  for  tibia shaft fracture, rotational deformities did not affect patellofemoral parameters",
334,Leliveld 2012,"Injury to the infrapatellar branch of the saphenous nerve, a possible cause for anterior knee pain after tibial nailing?",Consensus,2012,"m.leliveld@elisabeth.nl,msleliveld@live.nl",Other: The Netherlands,,III,"determine the long-term incidence of infrapatellar nerve injury after tibial nailing. Additionally, the incidence of infrapatellar nerve injury after intramedullary nailing of the tibia was compared between patients with and without anterior knee pain",IPN,Retrospective cohort study,IPN medial parapatellar,IPN transpatellar,NA,Yes,Yes,Yes,Yes,No,Yes,Yes,72,,,"Binary yes/no; SF-36; Other: Anterior knee pain scale, Sensory function of infrapatellar nerve, Binary - kneeling",In person,,,,,,,46,,,26,,,,,,,,,,,,,,84,,,,"Although we show that direct iatrogenic injury to the infrapatellar nerve is associated to postoperative chronic anterior knee pain, we cannot prove a causal relationship from the current results",
332,Herren 2012,The use of intraarticular semi-extended technique for treatment of tibial fractures,Consensus,2012,,Other: Germany,,Other: IV,evaluate whether using the semi extended nailing approach reduces the presence of anterior knee pain following intramedullary nailing of tibial fractures.,SPN,Case series,SPN unspecified,NA,NA,No,No,No,No,No,No,No,26,,,"Oxford; ROM; Other: Activities of daily living, Kneeling test, VAS (ND)",Not-specified,,,,,,,26,,,,,,,,,,,,,,,,,18,,,,"Compared to the standard procedure, tibial nailing in semi-extended-position reduces the functional impairment and the presence of anterior knee pain",No comparison group.
327,Cerqueira 2012,ANATOMICAL STUDY ON THE LATERAL SUPRAPATELLAR ACCESS ROUTE FOR LOCKED INTRAMEDULLARY NAILS IN TIBIAL FRACTURES,Consensus,2012,italosca@yahoo.com.br,Other: Brazil,,Other: NA,Evaluate entry point and structure damage,SPN,Cadaveric,SPN lateral,NA,NA,NA,NA,NA,NA,NA,Other: No,NA,10,,,"Nail insertion location; Other: Fat pad damage (inspection post-dissection), Patellar tendon damage (inspection post-dissection), Menisci damage (inspection post-dissection), Articular surface damage (inspection post-dissection)",In person,,,,,,,10,,,,,,,,,,,,,,,,,,,,,the lateral suprapatellar access made it easy to locate the entry point for the guidewire of the intramedullary nail,
325,Beltran 2012,Intra-articular risks of suprapatellar nailing,Consensus,2012,michael.beltran@amedd.army.mil,United States,Cadaveric,Other: NA,To determine the risks to starting point for tibial nailing during suprapatellar nailing,SPN,Cadaveric,SPN unspecified,NA,NA,NA,NA,NA,NA,NA,Other: No,NA,15,,,"Nail insertion location; Other: Fat pad damage (inspection post-dissection), Intermeniscal ligament damage (inspection post-dissection), Anterior cruciate ligament damage (inspection post-dissection), Menisci damage (inspection post-dissection)",In person,,,,,,,15,,,,,,,,,,,,,,,,,,,,,SPN associated with risk of injury to anterior knee structures comparable to other approaches,
322,Sadeghpour 2011,Comparison of trans patellar approach and medial parapatellar tendon approach in tibial intramedullary nailing for treatment of tibial fractures,Consensus,2011,,Other: Iran,,II,evaluate the post-operative complications of intramedullary nailing technique by transpatellarapproach compared to medial parapatellar approach.,IPN,Randomised controlled trial,IPN transpatellar,IPN medial parapatellar,NA,No,No,Yes,No,No,Other: No,Yes,50,,,"ROM; Other: Nail prominence, VAS (ND)",In person,,,,,,,25,,,25,,,,,,,,,,,,,,0.5,1,3,6,Our study recommends medial parapatellar tendon approach although both approaches are safe.,
309,Weninger 2010,Influence of medial parapatellar nail insertion on alignmentin proximal tibia fractures-special consideration of the fracture level,Consensus,2010,patrick.weninger@gmx.net,Other: Austria,,Other: NA,evaluate  the  fracture  level  allowing  for  a  safe medial nail entry point without misalignment or dislocation of fragments.,IPN,Cadaveric,IPN medial parapatellar,NA,NA,Yes,Yes,NA,Yes,NA,Other: No,NA,32,,,Alignment,In person,,,,,,,32,,,,,,,,,,,,,,,,,,,,,a medial  parapatellar approach can be performed without misalignment and fragment dislocation in proximal tibia fractures extending 8 cm or more below the tibial tuberosity,
303,Kubiak 2010,Extra-articular technique for semiextended tibial nailing,Consensus,2010,erik.kubiak@hsc.utah.edu,United States,,IV,,Other: SE,Case series,Other: Other: Semi-extended lateral parapatellar (EA),Other: Other: Semi-extended medial parapatellar (EA),NA,Yes,Yes,Yes,Yes,No,No,No,26,,,Other: Complications,Not-specified,,,,,,,13,,,13,,,,,,,,,,,,,,,,,,,
300,Gelbke 2010,Suprapatellar versus infra-patellar intramedullary nail insertion of the Tibia: A cadaveric model for comparison of patellofemoral contact pressures and forces,Consensus,2010,mgelbke@gmail.com,United States,,Other: NA,quantify patellofemoral  contact  pressures  and  forces during infrapatellar (IP) and suprapatellar (SP) intramedullary tibial nail insertion,IPN vs SPN,Cadaveric,SPN midline,IPN medial parapatellar,NA,No,NA,NA,No,NA,No,NA,17,,,"Other: Patellofemoral nail contact pressure, Patellofemoral nail contact force",In person,,,,,,,8,,,9,,,,,,,,,,,,,,,,,,"Athough  the patellofemoral contact pressures are higher with the SP nailing technique, they remain well below the values reported to be detrimental to articular cartilage. Based on these data, we do not  believe  that  the  forces  and  pressures  generated  in  the patellofemoral joint during the SP nailing technique described pose a significant risk to the viability or structural integrity of the articular cartilage.","Our cadavers were thin and thus we were able to  flex  their  knees  to  a  degree  that  the  tibia  was  virtually perpendicular to the table. Furthermore, to secure the sensor behind the patella during IP IMN, we had to create medial and lateral arthrotomies. We thereby released the retinaculum on both sides of the knee. Both of these factors may  have  decreased  the  actual  amount  of  contact  pressure applied   across   the   patella   femoral   joint   during   standard IP IMN."
298,Eastman 2010,The retropatellar portal as an alternative site for tibial nail insertion: A cadaveric study,Consensus,2010,jonathan.eastman@ucdmc.ucdavis.edu,United States,,Other: NA,Define spatial relationships between major intra-articular structures of the knee and the entry site of a tibial nail inserted using a retropatellar portal,SPN,Cadaveric,SPN midline,NA,NA,NA,NA,NA,Yes,NA,Other: No,NA,16,,,"Nail insertion location; Other: Menisci damage (inspection post-dissection), Articular surface damage (inspection post-dissection), Anterior cruciate ligament damage (inspection post-dissection), Intermeniscal ligament damage (inspection post-dissection)",In person,,,,,,,16,,,,,,,,,,,,,,,,,,,,,Correct radiographic and anatomic tibial nail start point may be obtained with a retropatellar technique. The intermeniscal ligament was the most commonly injured structure during instrumentation. Damage to themedial meniscus with the retropatellar technique can be minimized by not venturing further medial than the medial aspect of the lateral tibial spine. This alternative insertion site shows promise as a reasonable option into proximal third fractures of the tibia.,Small sample size as well as cadaveric specimens with arthritic anatomy and inherent stiffness. 
296,Eastman 2010,Retropatellar technique for intramedullary nailing of proximal tibia fractures: A cadaveric assessment,Consensus,2010,,United States,,Other: NA,investigate if the radiographically correct and anatomically safe starting point and the appropriate sagittal plane vector could be obtained using a retropatellar technique for proximal tibia fractures treated with an intramedullary device.,SPN,Cadaveric,SPN midline,NA,NA,NA,NA,NA,No,NA,Other: No,NA,16,,,Nail insertion location,In person,,,,,,,16,,,,,,,,,,,,,,,,,,,,,"The retropatellar technique allows the radiographically defined correct start site to be localized, particularly at higher degrees of knee flexion. More favorable intramedullary nail insertion angles were possible with the retropatellar technique, particularly with knee flexion angles greater than 20 degrees.",mall sample size and cadaveric specimens that had arthritic anatomy and inherent knee stiffness
292,Weil 2009,Anterior knee pain following the lateral parapatellar approach for tibial nailing,Consensus,2009,weily@hadassah.org.il,United States,,Other: III,The incidence of knee pain using a lateral parapatellar tendon approach is unknown,Other: SE,Other: Retrospective cohort study,Other: Semi-extended lateral parapatellar (EA),NA,NA,Yes,Yes,Yes,Yes,Yes,No,No,50,,,"Binary yes/no; Lysholm; Alignment; ROM; Other: Binary - kneeling, Nail prominence, Union",Phone,,,,,,,50,,,,,,,,,,,,,,,,,0.5,1.5,3,"6, 12, 24",Using a lateral parapetallar incision with preservation of the infrapatellar fat pad may decrease the incidence of post-nailing anterior knee pain,
290,Uzümcügil 2009,[The relationship between anterior knee pain occurring after tibial intramedullary nailing and the localization of the nail in the proximal tibia],Consensus,2009,onat.dr@gmail.com,Other: Istanbul,,IV,investigated the relationship between the development of postoperative anterior knee pain and the location of the nail in the proximal tibia in patients treated with locked intramedullary nailing for tibial diaphyseal fractures,IPN,Retrospective cohort study,IPN transpatellar,NA,NA,Yes,Yes,No,Yes,Yes,No,No,30,,,Binary yes/no; Nail insertion location,In person,,,,,,,30,,,,,,,,,,,,,,,,,56.6,45.2,,,deeper placement of nails during surgery does not seem to be a solution for anterior knee pain;,
286,Väistö 2008,"Anterior knee pain after intramedullary nailing of fractures of the tibial shaft: An eight-year follow-up of a prospective, randomized study comparing two different nail-insertion techniques",Consensus,2008,,Other: Finland,,II,"The purpose of this long-term follow-up of a prospective, randomized study was to assess whether the prevalence and intensity of anterior knee pain after intramedullary nailing of a tibial shaft fracture is different in transtendinous versus paratendinous incision technique",IPN,Randomised controlled trial,IPN transpatellar,IPN medial parapatellar,NA,Yes,No,No,No,No,Yes,No,28,,,"Lysholm; Nail insertion location; Other: VAS - rest (0 - 100), VAS - walking (0 - 100), VAS - running (0 - 100), VAS - squatting (0 - 100), VAS - kneeling (0 - 100), VAS - stair climb (0 - 100), VAS - stair descent (0 - 100), VAS - long-term sitting (0 - 100), VAS - impairment caused by AKP (0 - 100), Iowa knee score, Tegner, Kannus score, Quadriceps strength, Hamstrings strength, Nail prominence",Not-specified,,,,,,,14,,,14,,,,,,,,,,,,,,97.3,,,,We  conclude  that  it  is  not  possible  to  reduce  anterior knee  pain  by  using  a  paratendinous  approach  rather  than  a transtendinous incision for closed nailing of tibial shaft fractures.,
284,Giri 2008,Mini-open reduction and intramedullary interlocking nailing of fracture shaft of tibia without an image intensifier,Consensus,2008,skgiri@healthnet.org.np,Other: Nepal,,III,analyze the results of interlocking nailing without the use of an image intensifier,IPN,Retrospective cohort study,IPN medial parapatellar,NA,NA,Yes,Yes,Yes,Yes,No,No,Yes,55,displaced  closed fracture shaft of tibia treated with mini-open reduction and  intramedullary  interlocking  nailing  and  those  who were  in  regular  follow  up  for  fourteen  months  or  the fracture was united which was earlier were included in the study.,,"Surgery time; Other: Union, Complications, Shortening",,,,,,,,55,,,,,,,,,,,,,,,,,4,,,,Interlocking intramedullary nailing can be achieved without the use of  image  intensifier  once  the  surgeon  develops  a reasonable  experience  with  the  use  of  distal  aiming device and direct visualizing the hole of the nail.,
